year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe,lon,lat
2003,1.803,7.148,6.533,1.897,,3.626459898,2.337,2.461,1.645,,2.14,1.748,1.38,1.9,6.736,1.67,5.754,6.403,2.876,1.26,2.59,1.889,1.33,1.232,3.286,1.8,3.798,2.097,1.797,2.154,3.037,3.159,5.436,1.5251,1.25090051,1.39,1.492,1.943,1.604,5.63,5.431,6.718,4.846,2.395,5.167,3.151,2.124,2.328841046,1.583,,,1.576,1.18,1.34,4.118,1.9,1.76,2.725,2.405,1.881637735,3.15165725,1.822761196,1.69186956,1.56969716,2.911,3.106,1.473767912,5.073,1.3,1.37,6.112,1.432436708,5.270854118,1.76,2.944,1.89,2.5,4.007,4.332,1.7,1.599,4.612,,5.877,5.787,5.555,5.675,1.29,2.409,2.372,4.245,2.718,2.924,1.65929185,0.901,3.815,5.876749868,1.41,4.029,1.27,2.282208815,2.803866308,4.900172239,4.960339165,2.513,4.870325331,,3.109,,1.96,1.878,4.676,1.99,2.95,1.29,2.439,3.977,1.29,2.03,4.979,2.5,3.406,3.95,,1.18,2.614,2.482733955,3.845,2.142,5.61,2.609,1.826,2.458647975,4.989385892,5.771724594,1.36,2.263,3.415322394,2.820826201,3.616,1.699072355,1.26,1.62,1.32,0.86,1.83,2.632,,1.247,5.24,2.372,2.979306873,2.579,,2.587709113,1.605,6.842,1.48,2.763,2.948578964,1.852,2.087,,5.768,5.277,1.87,6,2.438,1.994903645,3.604,2.27,7.645,6.036,2.874,1.75,1.8,3.422,,1.93,1.788824102,3.142,3.49140448,4.648,2.679,2.723,3.65,,4.368,1.22,5.974753304,1.7624,1.986,1.44,3.21,4.973,3.735994095,1.596205938,2.331,2.858,1.3,1.32,5.342,3.283697974,3.601,5.268,5.232,1.27,4.558,6.067,2.691,,7.451,1.59,5.621099177,5.969,5.613046868,3.243704909,5.049,2.811,1.2,1.2,1.71,3.745,,2.06,3.899,,7.212,1.880336429,1.630140756,5.279,1.595,3.703,2.698,2.483309637,6.137,2.930020359,4.202,3.283697974,5.613046868,1.749,2.016,2.353,,5.659,6.723,1.172,1.912251308,2.156,2.0475,2.36,2.229,2.701,,2.07,1.901,4.378,2.624824135,4.454,2.34,5.778,2.608,5.915,3.725,-86.332011,31.007754
2004,1.787,7.016,6.499,1.821,,3.576135504,2.247,2.438,1.659,,2.109,1.768,1.42,2.0535,6.666,1.72,5.691,6.335,2.782,1.33,2.514,1.867,1.301,1.233,3.18,1.78,3.71,2.033,1.795,2.086,2.906,3.122,5.411,1.5258,1.276323019,1.42,1.496,1.923,1.608,5.545,5.39,6.705,4.838,2.33,5.103,3.038,2.065,2.298368807,1.576,,,1.545,1.23,1.36,3.994,,1.78,2.689,2.438,1.878544076,3.094215033,1.819949377,1.723445409,1.598640894,2.853,3.052,1.496320028,5.007,1.31,1.47,5.961,1.455968989,5.232360468,1.8,2.893,1.92,2.6,3.912,4.286,1.75,1.625,4.548,,5.804,5.756,5.47,5.618,1.31,2.373,2.415,4.11,2.677,2.883,1.669368143,0.922,3.677,5.81086791,1.43,3.931,1.28,2.261419731,2.780225533,4.835465497,4.904735133,2.515,4.801072642,,3.041,,1.93,1.846,4.6,2.04,2.9,1.34,2.398,3.943,1.29,2.21,4.913,2.6,3.309,3.927,,1.154,2.548,2.429252538,3.724,2.066,5.52,2.563,1.74,2.407416765,4.91982013,5.704602741,1.44,2.271,3.361971186,2.796377655,3.558,1.696863049,1.27,1.66,1.29,0.862,1.83,2.598,,1.224,5.141,2.313,2.934063134,2.536,,2.563195314,1.566,6.821,1.4,2.713,2.908278549,1.847,2.121,,5.733,5.23,1.92,5.963,2.355,1.998607226,3.565,2.18,7.63,6.011,2.816,1.72,1.83,3.263,,1.98,1.792110105,3.029,3.460171086,4.528,2.663,2.706,3.579,,4.315,1.23,5.929233718,1.7822,1.982,1.4,3.119,4.867,3.6979101,1.611429597,2.291,2.713,1.33,1.344,5.239,3.210025965,3.505,5.204,5.185,1.26,4.513,5.969,2.604,,7.381,1.57,5.57491305,5.885,5.567295633,3.214618465,5.007,2.781,1.25,1.25,1.75,3.704,,2.01,3.857,,7.147,1.877252349,1.660233341,5.231,1.58,3.652,2.671,2.430232994,6.033,2.890168229,4.177,3.210025965,5.567295633,1.758,1.997,2.31,,5.651,6.662,1.218,1.905330105,2.126,2.0515,2.46,2.196,2.664,,2.17,1.894,4.34,2.608543893,4.456,2.53,5.601,2.603,5.859,3.744,-85.156429,31.888585
2005,1.774,6.875,6.461,1.755,,3.537575873,2.161,2.416,1.675,,2.077,1.807,1.41,2,6.593,1.76,5.632,6.265,2.691,1.37,2.436,1.863,1.288,1.252,3.077,1.76,3.621,1.976,1.788,2.022,2.788,3.091,5.383,1.5434,1.312498576,1.42,1.509,1.909,1.612,5.46,5.35,6.69,4.829,2.263,5.042,2.933,2.016,2.271421367,1.573,,,1.52,1.29,1.34,3.867,,1.8,2.653,2.496,1.875995082,3.036747434,1.814965639,1.690532736,1.590159184,2.8,3.019,1.500341407,4.945,1.33,1.52,5.812,1.467912668,5.19311782,1.8,2.846,1.94,2.6,3.823,4.251,1.76,1.664,4.49,,5.729,5.725,5.389,5.559,1.34,2.344,2.377,3.971,2.636,2.84,1.66850425,0.959,3.545,5.743404135,1.5,3.836,1.31,2.238220092,2.75416629,4.766222744,4.836763001,2.514,4.731174748,,2.972,,1.86,1.825,4.534,2.05,2.84,1.34,2.361,3.907,1.26,2.22,4.843,2.5,3.227,3.909,,1.076,2.494,2.37980887,3.615,2.002,5.429,2.53,1.675,2.359982589,4.850594614,5.635617209,1.49,2.276,3.306394137,2.769331084,3.502,1.688665036,1.29,1.63,1.39,0.879,1.83,2.571,,1.219,5.047,2.279,2.901936583,2.495,4.5,2.535702376,1.531,6.794,1.38,2.657,2.882074818,1.84,2.177,,5.688,5.184,1.88,5.914,2.293,2.005380787,3.552,2.2,7.612,5.985,2.767,1.71,1.84,3.118,,1.97,1.784856436,2.951,3.423555733,4.416,2.651,2.695,3.504,2.02,4.263,1.24,5.881649841,1.7702,1.975,1.41,3.04,4.776,3.662722184,1.611777185,2.254,2.569,1.4,1.294,5.131,3.136436577,3.417,5.143,5.149,1.26,4.473,5.863,2.529,,7.306,1.45,5.528357033,5.803,5.521001537,3.183010338,4.964,2.749,1.27,1.26,1.77,3.663,,2.2,3.814,,7.074,1.874758689,1.637184867,5.179,1.568,3.619,2.654,2.381212596,5.876,2.864368201,4.144,3.136436577,5.521001537,1.769,1.991,2.273,,5.638,6.594,1.213,1.894148597,2.097,2.057,2.36,2.17,2.629,,2.24,1.894,4.301,2.587982179,4.46,2.65,5.425,2.603,5.794,3.775,-85.823568,33.655647
2006,1.765,6.722,6.419,1.704,1.24,3.508948179,2.081,2.397,1.69,,2.048,1.908,1.41,1.97,6.515,1.8,5.576,6.192,2.604,1.44,2.363,1.869,1.288,1.335,2.98,1.76,3.533,1.925,1.775,1.969,2.679,3.066,5.353,1.5862,1.341836063,1.44,1.527,1.901,1.615,5.376,5.309,6.671,4.82,2.198,4.984,2.839,1.978,2.247182659,1.576,2.1,,1.498,1.34,1.33,3.739,,1.85,2.619,2.569,1.873517888,2.981580166,1.818350728,1.720004162,1.620250292,2.753,3.013,1.523665468,4.881,1.36,1.58,5.667,1.494461292,5.150560839,1.84,2.807,2,2.5,3.739,4.223,1.82,1.711,4.438,,5.653,5.696,5.312,5.498,1.4,2.321,2.256,3.833,2.598,2.797,1.706979259,0.984,3.419,5.67253285,1.47,3.746,1.34,2.219369308,2.732126794,4.700951786,4.779273136,2.51,4.662010272,,2.899,,1.91,1.812,4.48,2.08,2.88,1.37,2.325,3.866,1.32,2.36,4.767,2.7,3.155,3.895,,1.123,2.447,2.334149316,3.516,1.956,5.338,2.509,1.63,2.315936886,4.779738785,5.561771338,1.43,2.278,3.255206703,2.746505092,3.449,1.687446985,1.33,1.65,1.46,0.911,1.82,2.553,,1.227,4.956,2.262,2.884049327,2.456,4.5,2.513297304,1.501,6.76,1.36,2.596,2.869732969,1.83,2.253,,5.634,5.14,1.77,5.844,2.249,2.055428214,3.56,2.29,7.592,5.958,2.725,1.72,1.9,2.986,,2.01,1.813263462,2.904,3.382235791,4.31,2.643,2.682,3.429,,4.21,1.27,5.83068101,1.7123,1.966,1.37,2.97,4.699,3.634885888,1.65842414,2.217,2.433,1.42,1.305,5.015,3.060075211,3.331,5.085,5.124,1.28,4.44,5.747,2.465,,7.228,1.43,5.480090214,5.721,5.472827617,3.14878304,4.919,2.717,1.25,1.31,1.85,3.617,,2.11,3.762,,6.992,1.872366337,1.666172053,5.123,1.56,3.602,2.653,2.335969397,5.675,2.852375092,4.104,3.060075211,5.472827617,1.78,1.999,2.24,,5.616,6.516,1.31,1.889059797,2.07,2.108,2.39,2.149,2.595,,2.03,1.899,4.261,2.57709629,4.46,2.43,5.253,2.607,5.724,3.819,-86.9789,34.804133
2007,1.76,6.555,6.372,1.671,1.18,3.491093749,2.006,2.38,1.702,,2.023,1.959,1.38,1.97,6.435,1.82,5.522,6.116,2.523,1.49,2.297,1.877,1.295,1.429,2.893,1.76,3.447,1.882,1.757,1.933,2.577,3.047,5.322,1.6589,1.38110912,1.46,1.547,1.898,1.617,5.296,5.266,6.649,4.81,2.137,4.927,2.757,1.948,2.223960562,1.586,2,,1.479,1.45,1.37,3.617,,1.84,2.586,2.649,1.871054761,2.929354549,1.821131967,1.789822879,1.664994864,2.711,3.037,1.540724196,4.812,1.38,1.69,5.526,1.516472484,5.107572995,1.83,2.777,1.98,2.6,3.661,4.201,1.86,1.763,4.392,,5.575,5.668,5.241,5.433,1.41,2.301,2.299,3.701,2.564,2.755,1.732366207,1.028,3.296,5.599510242,1.48,3.66,1.32,2.204283741,2.7142042,4.639203002,4.73358445,2.505,4.59224502,,2.823,,2.01,1.807,4.437,2.09,2.9,1.4,2.289,3.821,1.34,2.5,4.682,2.7,3.086,3.883,,1.25,2.399,2.293277752,3.421,1.93,5.246,2.497,1.598,2.276735994,4.709581044,5.485592231,1.42,2.275,3.204907903,2.72766208,3.402,1.693703865,1.36,1.61,1.54,0.953,1.82,2.545,,1.241,4.866,2.254,2.877105763,2.421,4.5,2.495124919,1.48,6.719,1.35,2.533,2.870255267,1.817,2.343,,5.576,5.098,1.74,5.751,2.217,2.073474066,3.579,2.2,7.569,5.93,2.689,1.72,1.9,2.865,,2.18,1.830361917,2.879,3.351162894,4.211,2.637,2.662,3.359,,4.156,1.31,5.776693977,1.6505,1.957,1.35,2.907,4.631,3.610966228,1.687162845,2.183,2.312,1.45,1.416,4.893,2.982348113,3.246,5.03,5.107,1.29,4.417,5.621,2.41,,7.144,1.38,5.430248714,5.638,5.423245379,3.122593749,4.872,2.687,1.27,1.38,1.88,3.561,1.5,2.24,3.696,,6.901,1.869988601,1.731802388,5.064,1.554,3.595,2.672,2.295444325,5.451,2.853272917,4.059,2.982348113,5.423245379,1.79,2.02,2.213,,5.584,6.429,1.345,1.890556601,2.048,2.12,2.554,2.131,2.562,,2.51,1.907,4.221,2.567092096,4.45,2.43,5.09,2.61,5.65,3.873,-87.684042,30.42586
2008,1.759,6.373,6.32,1.654,1.25,3.480700569,1.939,2.366,1.712,,2.005,1.984,1.42,1.9,6.352,1.85,5.469,6.036,2.449,1.56,2.241,1.881,1.303,1.488,2.816,1.77,3.364,1.847,1.735,1.918,2.48,3.034,5.289,1.6808,1.466322171,1.48,1.564,1.895,1.62,5.221,5.219,6.621,4.798,2.081,4.87,2.687,1.923,2.200827448,1.602,2.2,,1.461,1.51,1.38,3.502,,1.89,2.556,2.728,1.869892828,2.877108173,1.820310095,1.856963616,1.722952351,2.675,3.085,1.581154363,4.737,1.45,1.72,5.39,1.567082026,5.063890707,1.85,2.758,2.01,2.6,3.589,4.182,1.91,1.816,4.35,,5.496,5.64,5.174,5.363,1.5,2.282,2.247,3.58,2.534,2.718,1.742266992,1.064,3.177,5.52403579,1.55,3.579,1.35,2.190896825,2.697754283,4.576976633,4.6832307,2.499,4.524074145,,2.743,,2.06,1.811,4.403,2.15,2.96,1.45,2.251,3.768,1.37,2.7,4.587,2.8,3.018,3.872,,1.192,2.347,2.257415391,3.327,1.925,5.154,2.49,1.574,2.242664664,4.640168219,5.407138238,1.43,2.269,3.155558788,2.709659961,3.361,1.702381806,1.45,1.61,1.58,0.999,1.82,2.547,,1.256,4.777,2.245,2.879544511,2.391,,2.477894846,1.468,6.67,1.43,2.471,2.88092432,1.8,2.441,,5.515,5.057,1.67,5.632,2.191,2.032451724,3.601,2.2,7.542,5.902,2.657,1.77,1.96,2.751,,2.19,1.832877298,2.869,3.317541364,4.118,2.632,2.633,3.294,,4.101,1.39,5.719160441,1.6516,1.949,1.39,2.846,4.567,3.59178497,1.699412479,2.151,2.211,1.6,1.502,4.767,2.902631163,3.158,4.977,5.094,1.28,4.403,5.487,2.358,,7.055,1.4,5.37820509,5.552,5.371375441,3.094962086,4.825,2.659,1.34,1.53,1.91,3.496,1.7,2.33,3.613,,6.803,1.868915025,1.804342258,5.001,1.549,3.594,2.712,2.259725194,5.223,2.864343671,4.012,2.902631163,5.371375441,1.799,2.054,2.189,,5.542,6.333,1.458,1.892842327,2.03,2.072,2.637,2.112,2.53,,2.44,1.918,4.18,2.555026061,4.426,2.38,4.94,2.611,5.574,3.931,-86.971843,34.590822
2009,1.761,6.18,6.26,1.652,1.19,3.475024451,1.877,2.355,1.719,,1.993,1.971,1.39,1.82,6.267,1.84,5.416,5.953,2.382,1.66,2.197,1.877,1.311,1.509,2.749,1.76,3.287,1.818,1.711,1.921,2.387,3.026,5.254,1.668,1.490474803,1.5,1.578,1.892,1.623,5.152,5.167,6.587,4.784,2.033,4.813,2.629,1.903,2.177000723,1.624,2.1,,1.443,1.51,1.36,3.397,,1.84,2.528,2.799,1.869092799,2.823812662,1.818401058,1.864766271,1.721519354,2.643,3.154,1.564450201,4.656,1.38,1.7,5.26,1.559627754,5.019127821,1.86,2.75,2,2.4,3.522,4.164,1.89,1.866,4.311,,5.417,5.612,5.11,5.288,1.5,2.262,2.359,3.471,2.509,2.684,1.715845085,1.055,3.063,5.446623858,1.58,3.501,1.32,2.172926892,2.676932426,4.51113616,4.619563468,2.492,4.457109238,,2.661,,2.06,1.821,4.374,2.23,2.96,1.45,2.212,3.706,1.37,2.55,4.482,2.9,2.947,3.859,,1.149,2.291,2.22559739,3.234,1.938,5.062,2.485,1.555,2.212370179,4.571688384,5.327369805,1.71,2.259,3.102595376,2.688171798,3.328,1.704189674,1.5,1.59,1.46,1.048,1.82,2.556,,1.268,4.689,2.231,2.886097615,2.364,,2.456947528,1.464,6.612,1.42,2.412,2.89812604,1.78,2.541,,5.454,5.019,1.59,5.491,2.169,1.968149876,3.62,2.2,7.511,5.872,2.628,1.79,1.98,2.644,,2.13,1.805376399,2.868,3.282826354,4.031,2.628,2.594,3.236,,4.043,1.4,5.657434487,1.6528,1.943,1.34,2.787,4.504,3.578597535,1.672049835,2.121,2.13,1.66,1.542,4.641,2.822670699,3.066,4.926,5.081,1.22,4.399,5.346,2.31,,6.961,1.44,5.323168072,5.465,5.316514972,3.066631747,4.776,2.633,1.44,1.53,1.94,3.421,1.7,2.38,3.514,,6.699,1.86818118,1.815239259,4.936,1.545,3.596,2.769,2.227885957,5.004,2.882027911,3.963,2.822670699,5.316514972,1.804,2.095,2.168,,5.489,6.227,1.473,1.891553787,2.018,2.002,2.53,2.092,2.5,,2.37,1.928,4.14,2.534249382,4.388,2.34,4.801,2.608,5.496,3.988,-88.1427969,32.4529763
2010,1.768,5.977,6.194,1.66,1.27,3.47038388,1.819,2.346,1.722,,1.988,1.928,1.44,1.92,6.179,1.86,5.362,5.867,2.324,1.57,2.164,1.865,1.315,1.494,2.69,1.76,3.213,1.796,1.687,1.937,2.301,3.022,5.215,1.6269,1.465227979,1.52,1.585,1.884,1.627,5.088,5.111,6.544,4.765,1.992,4.754,2.581,1.885,2.15318366,1.647,2.2,,1.424,1.51,1.39,3.3,,1.87,2.503,2.86,1.869019897,2.772057017,1.819649139,1.865117946,1.728535882,2.615,3.233,1.580367667,4.571,1.37,1.72,5.136,1.567309708,4.972695824,1.87,2.752,2.03,2.5,3.46,4.146,1.92,1.911,4.273,,5.336,5.583,5.049,5.209,1.48,2.24,2.195,3.375,2.488,2.655,1.703017526,1.127,2.957,5.367059784,1.55,3.427,1.25,2.155419792,2.656432172,4.444687472,4.549187349,2.483,4.392531598,,2.581,,2.05,1.839,4.343,2.2,3.03,1.46,2.173,3.631,1.39,2.6,4.369,3.1,2.875,3.843,,1.226,2.234,2.197899121,3.143,1.966,4.971,2.478,1.538,2.185701685,4.504538473,5.24647109,1.4,2.248,3.050075218,2.667497449,3.302,1.707331084,1.5,1.63,1.36,1.093,1.82,2.567,,1.275,4.603,2.206,2.896203225,2.34,,2.436981484,1.468,6.547,1.36,2.359,2.918526888,1.76,2.637,,5.392,4.98,1.57,5.332,2.149,1.900118856,3.631,2.2,7.473,5.839,2.601,1.79,1.95,2.542,,2.17,1.795166522,2.873,3.25373479,3.951,2.622,2.546,3.18,,3.985,1.41,5.590877951,1.6235,1.938,1.39,2.73,4.437,3.57127725,1.661632491,2.095,2.07,1.59,1.567,4.52,2.745884201,2.97,4.876,5.064,1.15,4.403,5.202,2.265,,6.865,1.4,5.264384139,5.376,5.257986594,3.042584567,4.727,2.61,1.43,1.57,1.98,3.342,,2.16,3.404,,6.592,1.868168753,1.813658488,4.868,1.542,3.599,2.833,2.19993694,4.805,2.903014667,3.913,2.745884201,5.257986594,1.806,2.14,2.151,,5.427,6.111,1.443,1.891963175,2.011,1.931,2.342,2.07,2.471,,2.3,1.938,4.1,2.516362717,4.338,2.29,4.674,2.598,5.415,4.034,-88.098131,30.707398
2011,1.779,5.77,6.12,1.673,,3.463100139,1.763,2.338,1.724,,1.989,1.926,1.43,1.96,6.088,1.81,5.305,5.781,2.273,1.51,2.139,1.847,1.315,1.515,2.638,1.59,3.143,1.781,1.665,1.957,2.224,3.017,5.172,1.61,1.396131967,1.52,1.586,1.87,1.632,5.029,5.049,6.493,4.742,1.958,4.693,2.539,1.869,2.12943281,1.668,2.1,,1.406,1.43,1.39,3.213,,1.75,2.481,2.909,1.869387204,2.723512985,1.82263956,1.867897377,1.713863022,2.59,3.311,1.562092378,4.486,1.34,1.61,5.017,1.533534004,4.922515968,1.83,2.761,2.01,2.3,3.402,4.129,1.91,1.95,4.234,,5.256,5.552,4.987,5.126,1.4,2.217,2.117,3.292,2.469,2.63,1.684172079,1.204,2.86,5.285050134,1.48,3.356,1.23,2.138570672,2.636497382,4.379961125,4.486206343,2.471,4.326904773,,2.506,,2.03,1.866,4.301,2.02,2.98,1.44,2.136,3.541,1.39,2.59,4.248,3.1,2.804,3.822,,1.244,2.182,2.174136662,3.056,2.002,4.881,2.466,1.522,2.162609134,4.436570305,5.165013094,1.69,2.237,3.001331723,2.648170318,3.282,1.708233029,1.55,1.52,1.33,1.131,1.82,2.576,,1.276,4.52,2.171,2.904100882,2.317,4.05,2.41876144,1.477,6.474,1.45,2.312,2.938916681,1.741,2.722,,5.329,4.939,1.55,5.161,2.129,1.865641575,3.632,2.15,7.429,5.802,2.575,1.76,1.88,2.444,,2.09,1.774395639,2.882,3.224035286,3.88,2.613,2.493,3.121,,3.926,1.33,5.518148003,1.5965,1.934,1.35,2.675,4.36,3.569496998,1.644877891,2.07,2.027,1.47,1.582,4.412,2.67477845,2.871,4.824,5.039,1.2,4.413,5.06,2.224,,6.765,1.4,5.201300054,5.286,5.195216714,3.017934637,4.677,2.587,1.45,1.56,1.9,3.264,2.03,2.33,3.29,,6.482,1.868586973,1.804267075,4.798,1.539,3.603,2.892,2.175727846,4.637,2.924160146,3.864,2.67477845,5.195216714,1.804,2.182,2.137,,5.358,5.983,1.459,1.893143161,2.008,1.8945,2.236,2.046,2.444,,2.16,1.949,4.06,2.498760116,4.277,2.24,4.554,2.582,5.328,4.059,-87.235745,33.842396
2012,1.795,5.562,6.039,1.684,,3.450653635,1.708,2.33,1.725,,1.993,1.92,1.44,2,5.994,1.8,5.246,5.693,2.228,1.5,2.118,1.828,1.313,1.62,2.588,1.59,3.076,1.771,1.645,1.973,2.159,3.011,5.123,1.6142,1.415727636,1.52,1.58,1.849,1.639,4.974,4.984,6.432,4.712,1.93,4.628,2.5,1.853,2.106452774,1.683,2.2,,1.39,1.45,1.41,3.131,,1.73,2.46,2.952,1.870698644,2.6794591,1.828716079,1.923367192,1.739958155,2.567,3.377,1.554409718,4.407,1.32,1.56,4.901,1.5332705,4.869686733,1.8,2.773,2.01,2.6,3.347,4.113,1.92,1.984,4.192,,5.175,5.518,4.923,5.04,1.34,2.194,2.019,3.219,2.45,2.606,1.690403895,1.285,2.774,5.20142545,1.51,3.288,1.34,2.129087903,2.622950798,4.31909968,4.429407846,2.455,4.264028881,,2.439,,1.98,1.901,4.243,2.04,3.05,1.43,2.102,3.436,1.41,2.62,4.123,3.2,2.739,3.796,,1.297,2.139,2.153205789,2.977,2.038,4.793,2.447,1.508,2.141892297,4.370024456,5.083567251,1.51,2.227,2.958149648,2.634219654,3.265,1.719667428,1.6,1.57,1.44,1.161,1.82,2.579,,1.273,4.442,2.129,2.910690812,2.294,,2.406413741,1.488,6.396,1.42,2.274,2.955703792,1.728,2.794,,5.264,4.895,1.54,4.988,2.11,1.853500067,3.623,2.28,7.376,5.758,2.55,1.72,1.85,2.351,,2.1,1.77269047,2.896,3.200016781,3.816,2.601,2.441,3.055,2.23,3.869,1.33,5.440309387,1.5425,1.931,1.28,2.625,4.272,3.570461929,1.652294212,2.048,1.997,1.52,1.691,4.322,2.611199461,2.773,4.771,5.005,1.29,4.428,4.923,2.187,1.26,6.664,1.45,5.134090395,5.197,5.128314098,2.997772184,4.627,2.565,1.34,1.58,1.91,3.195,,2.37,3.181,,6.372,1.86994787,1.854974036,4.727,1.538,3.608,2.936,2.154190773,4.497,2.941807122,3.815,2.611199461,5.128314098,1.799,2.216,2.126,,5.287,5.845,1.531,1.900916993,2.006,1.8805,2.193,2.021,2.417,,2.05,1.962,4.019,2.48933422,4.212,2.19,4.439,2.561,5.233,4.058,-88.198942,30.679216
